recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,written_during_early_access,comment_count,steam_purchase,received_for_free,cleaned_review,vader_score,label
222699586,english,"So, I've been wanted to play this for years. I played Divinity Original Sin and enjoyed that. I got Baldur's Gate 3 for Christmas and loved that. The natural thing to do after playing those was to get DOS2. 100% recommend. I really like Larian's game system--the controls and crafting are very intuitive. The only real issue I have with their games is that figuring out the progression of some of the quests isn't as intuitive. That aside, I can look these things up if I get stuck, so it's not deal breaker for me.

The game runs smoothly, looks good, and is fun to play. Another solid Larian game.",1775512083,1775512083,True,1,0,0.5238095521926879,False,0,True,False,ive wanted play year played divinity original sin enjoyed got baldurs gate christmas loved natural thing playing get do recommend really like larians game systemthe control crafting intuitive real issue game figuring progression quest isnt intuitive aside look thing get stuck deal breaker game run smoothly look good fun play another solid larian game,0.9821,1
222690134,english,"I actually liked DOS2 more than Baldur’s Gate 3, probably an unpopular opinion, maybe because it was the first Larian game I played.
Amazing story, engaging combat, especially the elemental reactions, beautiful graphics, overall a very polished game.",1775502757,1775502757,True,1,0,0.5238095521926879,False,0,True,False,actually liked do baldurs gate probably unpopular opinion maybe first larian game played amazing story engaging combat especially elemental reaction beautiful graphic overall polished game,0.9169,1
222661232,english,I never finished this game. Wanted to go back and play it but the game itself doesn't even launch.,1775477174,1775477174,False,1,0,0.5238095521926879,False,0,True,False,never finished game wanted go back play game doesnt even launch,0.1779,0
222467608,english,"Awesome RPG, great characters and storylines, varied and it's able to be replayed over and over which is absolutely awesome!",1775281664,1775281664,True,1,0,0.5238095521926879,False,0,True,False,awesome rpg great character storyline varied able replayed absolutely awesome,0.9311,1
222315601,english,"On my way to basically becoming a God, got a mission from bunch of distressed chickens to find and return their eggs. Because no task is small enough for the chosen one.

Also, you would think Larian studios is based on USA from the amount of oil barrels in Rivellon.

EDIT: Gave up after reaching and venturing Arx for awhile. It was a major red flag only 20% of players even reach Arx according to Steam achievements and the warning signs were already visible in previous area:

The endless gank fights where enemies just have advantage because game script says so. Over and over again you end in situations where enemies are around you and they have tactically superior positions. And they are ALWAYS higher level than you, so you do so little damage to them while they get massive damage bonuses.

It is just so unfair. I guess plenty of people like unfair and cheesing the game to get to same level of unfair.

It becames painfully obvious why BG3 is liked by so many people who aren't hardcore CRPG players and divinity games are not.",1775124101,1776618626,True,1,1,0.5238095521926879,False,0,True,False,way basically becoming god got mission bunch distressed chicken find return egg task small enough chosen one also would think larian studio based usa amount oil barrel rivellon edit gave reaching venturing arx awhile major red flag player even reach arx according steam achievement warning sign already visible previous area endless gank fight enemy advantage game script say end situation enemy around tactically superior position always higher level little damage get massive damage bonus unfair guess plenty people like unfair cheesing game get level unfair becames painfully obvious bg liked many people arent hardcore crpg player divinity game,-0.9527,1
222267539,english,"TLDR: If you enjoyed Divinity or any of the other games like it, this is a home run and despite some changes to the mechanics, manages to be a bright, shining light among the crowd.

After thoroughly enjoying the first Divinity game as a two-player experience at home, it was time to expand things online with all my friends. Larian Studios have really shined with Divinity and it continues with Divinity II, which is pretty much bigger and better in about ever sense of the word - and not just in size, but in quality. And while some of the changes may not necessarily be for the better - nothing was broken along the way and the scope of the story, characters and the world has been greatly expanded making up for any questionable mechanics in my eyes.

Looks and Stuff: It's not that the first game looked bad - it was just a bit rough around the edges. Divinity II smooths all those edges out and presents a truly and fully fleshed-out game, both in environments, enemies and characters. But the visuals aren't the only thing improved, with a truly impressive vocal cast and a sweeping score to go along with the action. If you want an immersive experience, this is the perfect game to get lost in - even moreso than something like Witcher 3 or Skyrim - and that in of itself is an impressive result.

Story: Epic in every sense of the world - the game takes place in the same world, Rivellon, as the first, but we fast forward quite a bit. In this future time, our Divine Order finds itself rather adrift after the death of Lucian the Divine (kind of like the pope - but with more direct contact with the gods) and the rather underwhelming replacement who is trying to hold things together. To make matters worse, it seems that people who can harness Source (aka magic) are suddenly attracting creatures known as Voidwoken - who tend to kill everyone in sight when they appear. Thus sourcerers of all stripes are being rounded up and taken to Fort Joy (aka magic prison island), fitted with source-cancelling collars and kept under a tight watch by the Magisters. The rather robust introduction lets you take on the role of one of the six origin characters (each with their own in-depth story) or you can create your own from a variety of options including races and whether or not you want to be undead or not. Then it throws you on a ship bound for Fort Joy and lets you explore the myriad mechanics of the game you will be spending the better part of a year playing.

Fort Joy itself is really just an extension of the introduction - and it can be a bit overwhelming at first to realize this huge starting area is just a really long tutorial. You soon learn that your (chosen) characters is one of a handful of Godwoken - that is, an analog to one of the gods in the Rivellon pantheon and can ascend to the Divine if they so choose. Of course, this means escaping Fort Joy, figuring out the issue with the Voidwoken, confronting the current Divine Order and all manner of side quests along the way. In addition, the six origin characters each have their own stories - from dealing with a demonic entity in their head to confronting many shadows of their past - and while you don't have to play as each of the characters to explore their stories (single player can control up to four - if they don't royally piss them off), it provides plenty of incentive for replay.

Gameplay: As in the first game, the large world is presented in a top-down perspective with the ability to wander as you will - talk to every person (and animal, if you have the right perk), take everything in sight (though stealing will get you in trouble) and kill anyone you feel like. Many characters will give you various side-quests and it is advisable to do as many as you can because, as in the first game, enemies are finite and if you will need every drop of XP you can get to improve your stats or you can get in a pickle with later battles. Speaking of stats, you have many - base stats like strength (tank's favorite), finesse (archer's delight), constitution (hp for the win) intelligence (better magics), memory (learn more skills across the board) and wits (spotting secrets, going first in battle and hitting harder). You can also choose from a wide variety of preset classes that let you really dig deep into how you want to play the game. On top of that, civic points let you be a thief, a persuasion machine or identify items. Usually you want to focus on just a couple of these for the best results. Finally you have the rarer talents - including the likes of Pet Pal (talk to animals), Opportunist (attacks of opportunity) and Leech (heal while standing in blood). Talents can both affect combat and the game in general and offer a wide array of combinations to try out.

If you played the first game, combat is going to feel a lot different this time around. That is because the game has decided Physical and Magic armor are now separate things - you have to whittle one or the other down (using physical or magical attacks) before actually doing any real damage. In addition until that bar is consumed, your physical and magic abilities will also not take affect (thus things like knockdown or elemental affects are null and voided). This mechanic does take getting used to and it also seems to nerf some of the best attacks from the first game. Likewise, your own character has their own bar based on the equipment they have on and often you must balance things out because going full physical or magic is recipe for disaster in the long run. That also means your character builds must be taken into account as you must strike a balance with magic, unfortunately, proving somewhat underwhelming compared to a full-on physical assault.

Replay value: Off the charts, provided you want to sink several hundred hours into this world more than once.

Presentation: 5/5
Story: 5/5
Gameplay: 4/5
Replay: 5/5
Overall (not an average): 4.5/5",1775065349,1775065349,True,2,0,0.5238095521926879,False,0,True,False,tldr enjoyed divinity game like home run despite change mechanic manages bright shining light among crowd thoroughly enjoying first divinity game twoplayer experience home time expand thing online friend larian studio really shined divinity continues divinity ii pretty much bigger better ever sense word size quality change may necessarily better nothing broken along way scope story character world greatly expanded making questionable mechanic eye look stuff first game looked bad bit rough around edge divinity ii smooth edge present truly fully fleshedout game environment enemy character visuals arent thing improved truly impressive vocal cast sweeping score go along action want immersive experience perfect game get lost even moreso something like witcher skyrim impressive result story epic every sense world game take place world rivellon first fast forward quite bit future time divine order find rather adrift death lucian divine kind like pope direct contact god rather underwhelming replacement trying hold thing together make matter worse seems people harness source aka magic suddenly attracting creature known voidwoken tend kill everyone sight appear thus sourcerers stripe rounded taken fort joy aka magic prison island fitted sourcecancelling collar kept tight watch magisters rather robust introduction let take role one six origin character indepth story create variety option including race whether want undead throw ship bound fort joy let explore myriad mechanic game spending better part year playing fort joy really extension introduction bit overwhelming first realize huge starting area really long tutorial soon learn chosen character one handful godwoken analog one god rivellon pantheon ascend divine choose course mean escaping fort joy figuring issue voidwoken confronting current divine order manner side quest along way addition six origin character story dealing demonic entity head confronting many shadow past dont play character explore story single player control four dont royally piss provides plenty incentive replay gameplay first game large world presented topdown perspective ability wander talk every person animal right perk take everything sight though stealing get trouble kill anyone feel like many character give various sidequests advisable many first game enemy finite need every drop xp get improve stats get pickle later battle speaking stats many base stats like strength tank favorite finesse archer delight constitution hp win intelligence better magic memory learn skill across board wit spotting secret going first battle hitting harder also choose wide variety preset class let really dig deep want play game top civic point let thief persuasion machine identify item usually want focus couple best result finally rarer talent including like pet pal talk animal opportunist attack opportunity leech heal standing blood talent affect combat game general offer wide array combination try played first game combat going feel lot different time around game decided physical magic armor separate thing whittle one using physical magical attack actually real damage addition bar consumed physical magic ability also take affect thus thing like knockdown elemental affect null voided mechanic take getting used also seems nerf best attack first game likewise character bar based equipment often must balance thing going full physical magic recipe disaster long run also mean character build must taken account must strike balance magic unfortunately proving somewhat underwhelming compared fullon physical assault replay value chart provided want sink several hundred hour world presentation story gameplay replay overall average,0.9984,1
222093925,english,"I love turn based games, and this is one of the better ones. I'd happily play this again.",1774870041,1774870041,True,1,0,0.52173912525177,False,0,True,False,love turn based game one better one id happily play,0.9201,1
221589673,english,"Bought this after the new divinity game was announced. Not disappointed in the purchase at all, especially when available on massive discounts. Great game if you're into turn based RPGs focused on story and worldbuilding.",1774369773,1774369773,True,1,0,0.52173912525177,False,0,True,False,bought new divinity game announced disappointed purchase especially available massive discount great game youre turn based rpgs focused story worldbuilding,0.9178,1
222880891,english,"I'm an oldschool RPG nerd and this hit Every checkbox for me.  The writing is great, the combat is fun and engaging, Larian have built a gorgeous world to explore.  If you are an RPG fan or getting into them, Please play this, you won't regret it.",1775747073,1775747073,True,1,0,0.5172414183616638,False,0,True,False,im oldschool rpg nerd hit every checkbox writing great combat fun engaging larian built gorgeous world explore rpg fan getting please play wont regret,0.9554,1
221948673,english,"This is a game I thought I was going to love, but honestly, I think it is pure garbage. After 6 hours, I've already dropped it after reading that it won't really get any better after Fort Joy. I know I've played it for a very short time, but I can't take it anymore.

1. The tone is super weird for an RPG - quirky, sarcastic, and humorous while trying to have a serious background. It wouldn't be a problem if these quirks were sporadic, but almost every character talks like they were written by a stupid Millennial. It makes me not want to take the story seriously AT ALL, and a compelling story and world are what make me want to keep playing an RPG. What are the stakes? What happens if I fail? What happens if I succeed? Do I care if everyone in this world dies or not? This is a rare breed of game where I don't even care about causing havoc because I think the setting itself is dull.

2. It is a game with tons of (usually pointless) dialogue, but once I realized that the walls of text are just white noise, I stopped caring. In games like Mass Effect and New Vegas, for instance, what you say actually makes a difference, and you can avoid combat or provoke mass killings based solely on what you choose and your roleplaying, which seems to be the total opposite in Original Sin 2, where you'll always be dragged to a combat situation, whether you like it or not.

3. Despite being the most praised aspect of the game, the combat is boring as all hell, and this comes from a guy who enjoys turn-based combat. The system fails to explain how to properly engage in its mechanics, so you'll have to do a lot of trial-and-error and look it up online to learn how to properly play the damn thing. I am not the type of guy who'll invest my time trying to understand a complex game that I don't care about.

Overall, I think this is either a) an extremely overrated game, or b) a product that's designed for someone radically different than me. Either way, I don't think it is a compelling game, and definitely not worth the money.",1774726144,1774726144,False,8,2,0.5248122215270996,False,0,True,False,game thought going love honestly think pure garbage hour ive already dropped reading wont really get better fort joy know ive played short time cant take anymore tone super weird rpg quirky sarcastic humorous trying serious background wouldnt problem quirk sporadic almost every character talk like written stupid millennial make want take story seriously compelling story world make want keep playing rpg stake happens fail happens succeed care everyone world dy rare breed game dont even care causing havoc think setting dull game ton usually pointless dialogue realized wall text white noise stopped caring game like mass effect new vega instance say actually make difference avoid combat provoke mass killing based solely choose roleplaying seems total opposite original sin youll always dragged combat situation whether like despite praised aspect game combat boring hell come guy enjoys turnbased combat system fails explain properly engage mechanic youll lot trialanderror look online learn properly play damn thing type guy wholl invest time trying understand complex game dont care overall think either extremely overrated game b product thats designed someone radically different either way dont think compelling game definitely worth money,0.94,0
223150334,english,"The story is mediocre and it’s gameplay is highly questionable. First if you’re not min maxing the game you’re playing it wrong since all fights will take forever and you’ll die too often. You practically have to go in already knowing what build and how your going to build into it before you even start playing. Constitution being a trap stat is idiotic as all it does is up health, but once your shields are gone enemies just keep knocking you down or freezing you as the game is purely built around this armor/stunlock gimmick. Levels become quickly too few and far between as by the end of act 1 you should be about level 9, act 2 about 17 and by the end of the game around 21 despite being 4 acts and the last civil point is at 34. If your level 17 by the end of act 2 you should at least be level 34 by the end of act 4. Archers are way to strong in general as in 1 turn you will lose all your armor and half your health while your teammate kills enemies on the first turn. When I chose battlemage I expected, from the character model when choosing it, something like a mixture between fighter and wizard, but it’s not and what you choose is to go battle or mage pretty much just int based fighter or wizard at that point. If you aren’t going to actually DO anything with these classes then you might as well get rid of them as the three base classes should be fighter, archer and mage and everything else is just a form of mixture of them or unique. In my play through with friends, what I found is that splitting my points between both strength and int it caused me to be wildly under powered by fairly early act 2 and I quickly had to full path on int with enough strength to have good armor and unless I was gonna start going range I had to dump dual wield for two hand staff as only wands and staffs use int and staffs are the only melee int, while finesse has knives and javelins alongside bows and strength only has melee weapons where in DnD there are strength range and magic based melee and maybe maces, as a cleric’s iconic weapon is a mace, or a rapier could have been an answer for one handed int melee. Here me and one of my friends are dying as due to me dual wielding swords and him wanting to go full summoner meanwhile our other friend who went archer was killing guys in single turns. The summoner had to go wand and shield to survive and we found summoner isn’t that great later in the game as it kinda falls off, but theirs no way, besides selling random stuff or just stealing everything, to get back that money spent on those books and I really don’t want to play the STUPID STEAL EVERYTHING META. I WANT TO PLAY AS A NORMAL PERSON ACTUALLY TRYING TO OBTAIN THESE THINGS THROUGH PURCHASE, BUT NO THE GAME FEELS LIKE IT ACTIVELY DISCOURAGES SUCH PLAY FOR META GAMING GARBAGE. AT THAT POINT I MAY AS WELL JUST BE A MURDER HOBO. I want to enjoy this game, the first act was pretty good and I want a game that actually wants me to try things out, experiment and this almost gets there, but it drops it past allowing respecing your character as you have to purchase or steal books for those skills and this could have added respecing for the skill books. Add a point system that allows you to chose what skills you want, have memory be a cost per spell it’d be same thing anyways. If you really want you can even keep buying the book in the game, but everyone gets the skill as it makes no sense that a skill book disappears after use, again memory just becomes a point system for what skills you want. I know this would bog down the current skill book so my answer would be to have skills attached to a stat and then have stats tabbed in the skill book, I.E. necromancer tab or pyromancer or warfare. The answer for mixed ones would be a mixed/misc tab. You don’t just lose a recipe book when used and, while you can probably still make it without the book, you can still sell a recipe book after learning it and everyone learns the recipe so the same could be done to skill books. Act 2 has no sense of direction and lets you go until you hit a wall as enemies are too strong so you go a different path until again too strong and you keep doing that, feeling like you’re stumbling your way through the whole act. Don’t know what caused it, but I feel that nothing should cost durability as it’s just not a good system. Who ever programmed enemies to prioritize the rando person tied up and can’t move over the party is a brain dead idiot. Persuasion is highly confusing as I’ve read that all it does is lower the required amount of attribute to pass, but it doesn’t seem to actually do that and you just have to put points into persuade, also if it wouldn’t change the event outcome or that choice always fails no matter what then there is no point of that choice to exist. I feel that a few skills could just be folded into each other like bartering and persuasion or thievery and sneaking. Telekinesis is worthless unless you’re running a stupid, but kinda funny, build and if your running lucky charm you have to have lore master, unless you want to spend money on identifying items. Items that become your sole means of upgrading your character as it’s better than most you can buy or find, if your not building into special armor sets. Sets that are missable as most start in act 1 and if you don’t get it then you can’t complete it and thus it’s worthless beyond a short upgrade to what you had at the time. Same with character quests like the red prince's didn't continue past fort joy because we either missed a dreamer or it just bugged out when interacting with the princess. Persuasion is required on at least one character and you have to keep people away from things that may auto talk as it’ll chose whomever is closest and if it’s not your max persuasion then you’ll rarely be able to get through the dialogue, unless you have the specific backgrounds for other choices. I go in to a conversation and my persuasions are strength, finesse and con, but I build int so I can’t do any of them so we reload as we lost the fight anyway and my friend who went finesse goes in and they get strength, wits and int as theirs instead, even if this might be a race thing it’s annoying that it changed between us to have what we don’t build. The questing/journal sucks as the red flag barley indicates anything or don’t tell anything and the journal is of no help and some cases the flag stays despite quest completion or some are just bugged like checking the 4 heroes graves is supposed to start a fight, but it just didn’t. If you don’t realize you can just click your icon when stacking buffs then you might accidentally buff an enemy just because their large model overlaps yours or your allies. Also can you highlight the character when I hover over them on the turn bar? I want to know where they are over needing to hover over the character to know when their turn is. My friends have this issue where if they try to do spells too fast it’ll just have them move instead when they click. provoke is a coin flip on if it even works for you, but against you and you lose control of your character. The fight on bloodmoon island against the demon that can just suddenly possess someone is the epitome of what is wrong with the game and was what killed the game for me and my friends. Not even modding could save this game and I had to drop it. Even installing unleashed had issues like no mod settings so we could change things that were causing issues for us. Ultimately these problems compound and make a game that has some flaws, but could be fun into an aggravating and annoying mess as I can’t play how I want to, combat’s practically useless once you understand the gimmick, and most other aspects are poorly designed. I know that bad builds exist, but the way I tried to build is how I expect my class to be built and if I want to continue I have to play the meta as anything else just sucks and I just can’t recommend this game.",1776041299,1776043037,False,5,6,0.5343024730682373,False,0,True,False,story mediocre gameplay highly questionable first youre min maxing game youre playing wrong since fight take forever youll die often practically go already knowing build going build even start playing constitution trap stat idiotic health shield gone enemy keep knocking freezing game purely built around armorstunlock gimmick level become quickly far end act level act end game around despite act last civil point level end act least level end act archer way strong general turn lose armor half health teammate kill enemy first turn chose battlemage expected character model choosing something like mixture fighter wizard choose go battle mage pretty much int based fighter wizard point arent going actually anything class might well get rid three base class fighter archer mage everything else form mixture unique play friend found splitting point strength int caused wildly powered fairly early act quickly full path int enough strength good armor unless gon na start going range dump dual wield two hand staff wand staff use int staff melee int finesse knife javelin alongside bow strength melee weapon dnd strength range magic based melee maybe mace cleric iconic weapon mace rapier could answer one handed int melee one friend dying due dual wielding sword wanting go full summoner meanwhile friend went archer killing guy single turn summoner go wand shield survive found summoner isnt great later game kinda fall way besides selling random stuff stealing everything get back money spent book really dont want play stupid steal everything meta want play normal person actually trying obtain thing purchase game feel like actively discourages play meta gaming garbage point may well murder hobo want enjoy game first act pretty good want game actually want try thing experiment almost get drop past allowing respecing character purchase steal book skill could added respecing skill book add point system allows chose skill want memory cost per spell itd thing anyways really want even keep buying book game everyone get skill make sense skill book disappears use memory becomes point system skill want know would bog current skill book answer would skill attached stat stats tabbed skill book ie necromancer tab pyromancer warfare answer mixed one would mixedmisc tab dont lose recipe book used probably still make without book still sell recipe book learning everyone learns recipe could done skill book act sense direction let go hit wall enemy strong go different path strong keep feeling like youre stumbling way whole act dont know caused feel nothing cost durability good system ever programmed enemy prioritize rando person tied cant move party brain dead idiot persuasion highly confusing ive read lower required amount attribute pas doesnt seem actually put point persuade also wouldnt change event outcome choice always fails matter point choice exist feel skill could folded like bartering persuasion thievery sneaking telekinesis worthless unless youre running stupid kinda funny build running lucky charm lore master unless want spend money identifying item item become sole mean upgrading character better buy find building special armor set set missable start act dont get cant complete thus worthless beyond short upgrade time character quest like red prince didnt continue past fort joy either missed dreamer bugged interacting princess persuasion required least one character keep people away thing may auto talk itll chose whomever closest max persuasion youll rarely able get dialogue unless specific background choice go conversation persuasion strength finesse con build int cant reload lost fight anyway friend went finesse go get strength wit int instead even might race thing annoying changed u dont build questingjournal suck red flag barley indicates anything dont tell anything journal help case flag stay despite quest completion bugged like checking hero graf supposed start fight didnt dont realize click icon stacking buff might accidentally buff enemy large model overlap ally also highlight character hover turn bar want know needing hover character know turn friend issue try spell fast itll move instead click provoke coin flip even work lose control character fight bloodmoon island demon suddenly possess someone epitome wrong game killed game friend even modding could save game drop even installing unleashed issue like mod setting could change thing causing issue u ultimately problem compound make game flaw could fun aggravating annoying mess cant play want combat practically useless understand gimmick aspect poorly designed know bad build exist way tried build expect class built want continue play meta anything else suck cant recommend game,-0.9445,0
223801866,english,"Fantastic system to play, very comfortable for a beginner with a large learning curve that makes the game (seemingly) fun for veterans.",1776804072,1776804072,True,0,0,0.5,False,0,True,False,fantastic system play comfortable beginner large learning curve make game seemingly fun veteran,0.9168,1
223790214,english,"- Note: While I do recommend this game, there are many caveats.

- Pros: In my 34hrs that was basically only Act 1, was I slow per say? yes to an extent, however there is plenty of content on the starting Act to fill that time.

The characters are very interesting and the story is as well, far superior to BG3 in many ways regarding the player character and the intrigue of your companions as well as content you interact with.

The gear and ""classes"" in this game are very fun, but it will take a ton of trial and error to figure out the ""optimal"" way to go about your class, the combat is VERY different from BG3 and being able to just bonk really hard usually won't work.

- Cons: This game is really hard. Even on classic you will die ALOT. Trust me, do not rush, level up as much as possible, steal what you can (I didn't do that) and do as much side content as possible to level. SKILL BOOKS are EVERYTHING! Read them, buy them or steal them, you won't get skills/abilities from leveling up, they come from scrolls, books, items. While this makes the game more interesting, it also makes it super hard or a slog most of the time, if you thought the long fights in BG3 were bad, these are worse.

QoL Markers. The quests in the game don't really explain anything, you have to pay attention to what NPCs are saying and godforbid you look away or get side tracked and don't remember, you will wander for a long time around the quest markers that don't elaborate.

Other than that, I really like and dislike the game, if you're not into unforgiving CRPGs like this or Pillars, stay FAR away. If you are into getting your nads smacked for fun, then this will be great.",1776793414,1776793414,True,0,0,0.5,False,0,True,False,note recommend game many caveat pro hr basically act slow per say yes extent however plenty content starting act fill time character interesting story well far superior bg many way regarding player character intrigue companion well content interact gear class game fun take ton trial error figure optimal way go class combat different bg able bonk really hard usually wont work con game really hard even classic die alot trust rush level much possible steal didnt much side content possible level skill book everything read buy steal wont get skillsabilities leveling come scroll book item make game interesting also make super hard slog time thought long fight bg bad worse qol marker quest game dont really explain anything pay attention npc saying godforbid look away get side tracked dont remember wander long time around quest marker dont elaborate really like dislike game youre unforgiving crpgs like pillar stay far away getting nad smacked fun great,-0.2276,1
223759496,english,"Such an amazing game, it's a shame about the game randomly exiting/closing during battles though...
Apart from that it's one of my fave all timers! :)",1776759636,1776759636,True,0,0,0.5,False,0,True,False,amazing game shame game randomly exitingclosing battle though apart one fave timer,0.6476,1
223756344,english,"A great DnD esque game, it is a unique world with 6 main species types to play. Highly recommend playing the base characters for the story, but you can play custom characters (though you can play the story characters with character customization). It's combat system is quite unique and still holds up quite well to their other titles like Balder's Gate 3. I've yet to finish my first playthrough as I'm currently playing through with a friend, which is luckily quite easy to do with drop in/drop out multiplayer. The game is long, and on the higher difficulties, quite intense and can be frustrating. All the different enemies and attack types can make most engagements deadly, and the levels most the time are a hard cap and not a recommendation of a challenge. All-in-all, my favorite role-play fantasy that I've played that has nothing to do with Wizards of the Coast or being a physical TTRPG.",1776753957,1776753957,True,0,0,0.5,False,0,True,False,great dnd esque game unique world main specie type play highly recommend playing base character story play custom character though play story character character customization combat system quite unique still hold quite well title like balder gate ive yet finish first playthrough im currently playing friend luckily quite easy drop indrop multiplayer game long higher difficulty quite intense frustrating different enemy attack type make engagement deadly level time hard cap recommendation challenge allinall favorite roleplay fantasy ive played nothing wizard coast physical ttrpg,0.9699,1
223751179,english,"Game is of the cats azz. It’s fun but janky combat sometimes and frustrating as a mof but there’s something in me that’s going to still leave it a recommendation. The talking lizard perhaps. The fire and poison perhaps. The boat and all that stuff. Hmm I like the wizard chick. It’s a great story. Great game. Thanks larian studios…even though I should have been at work, not my computer.",1776744793,1776744793,True,0,0,0.5,False,0,True,False,game cat azz fun janky combat sometimes frustrating mof there something thats going still leave recommendation talking lizard perhaps fire poison perhaps boat stuff hmm like wizard chick great story great game thanks larian studioseven though work computer,0.7543,1
223726061,english,"If you enjoy turn-based games like Balder Gate, you'll like this game a lot! As always it's way better with friends!",1776713401,1776713401,True,0,0,0.5,False,0,True,False,enjoy turnbased game like balder gate youll like game lot always way better friend,0.9298,1
223599167,english,You can sell the first chapter as a separate game and It would still feel as a complete and worthy experience.,1776581778,1776581778,True,0,0,0.5,False,0,True,False,sell first chapter separate game would still feel complete worthy experience,0.4404,1
